date,generacion_total_programada_redespacho,generacion_total_programada_despacho,generacion_total_real,importacion_programada_redespacho,importacion__real,exportacion_programada_redespacho,exportacion__real,disponibilidad_real,demanda_no_atendida,costo_marginal_promedio_redespacho,aportes_hidricos,volumen_util_diario,volumen,id
"'2014-04-23 00:00:00'",184.16,ND,180.33,ND,ND,ND,ND,11321.62,11.82,472.42,120.88,6393.63,7527.65,205
"'2014-04-24 00:00:00'",182.35,ND,176.91,ND,ND,ND,ND,11296.18,171.63,473.83,259.42,6517.3,7651.32,206
"'2014-04-25 00:00:00'",182.57,ND,179.06,ND,ND,ND,ND,11453.54,23.8,477.92,135.91,6509.56,7643.58,207
"'2014-04-26 00:00:00'",172.43,ND,168.37,ND,ND,ND,ND,11152.43,9.72,476.53,271.94,6638.46,7772.48,208
"'2014-04-27 00:00:00'",154.95,ND,152.46,ND,ND,ND,ND,11305.22,401.51,462.07,170.91,6694.99,7829.02,209
"'2014-04-28 00:00:00'",181.04,ND,181.94,ND,ND,ND,ND,11512.75,27.63,469.08,156.74,6710.79,7844.81,210
"'2014-04-29 00:00:00'",182.61,ND,183.64,ND,ND,ND,ND,11161.11,180.59,461.54,215.14,6783.99,7918.01,211
"'2014-04-30 00:00:00'",182.84,ND,181.95,ND,ND,ND,ND,11363.6,16.27,473.28,145.86,6789.36,7923.38,212
"'2014-05-01 00:00:00'",153.64,ND,156.8,ND,ND,ND,ND,11269.47,ND,369.84,129.3,6819.7,7953.72,213
"'2014-05-02 00:00:00'",181.43,ND,176.61,ND,ND,ND,ND,11468.59,90.52,450.56,120.58,6816.21,7950.23,214
"'2014-05-03 00:00:00'",171.43,ND,169.12,ND,ND,ND,ND,11515.68,2.62,448.65,121.27,6815.86,7949.88,215
"'2014-05-04 00:00:00'",154.69,ND,151.62,ND,ND,ND,ND,11675.28,664.34,422.35,105.83,6833.21,7967.23,216
"'2014-05-05 00:00:00'",176.55,ND,176.87,ND,ND,ND,ND,11458.37,1855.59,388.27,95.24,6798.19,7932.21,217
"'2014-05-06 00:00:00'",177.72,ND,180.71,ND,ND,ND,ND,11266.32,452.85,423.28,132.69,6805.14,7939.16,218
"'2014-05-07 00:00:00'",179.23,ND,178.28,ND,ND,ND,ND,11275.91,642.02,417.75,120.26,6795.62,7929.64,219
"'2014-05-08 00:00:00'",179.88,ND,180.47,ND,ND,ND,ND,11329.39,339.41,423.78,121.74,6799.22,7933.24,220
"'2014-05-09 00:00:00'",173.62,ND,175.06,ND,ND,ND,ND,11666.51,174.73,416.24,240.05,6892.81,8026.83,221
"'2014-05-10 00:00:00'",168.97,ND,167.87,ND,ND,ND,ND,11035.1,247.04,459.64,203.53,6955.3,8089.33,222
"'2014-05-11 00:00:00'",152.13,ND,147.3,ND,ND,ND,ND,10982.65,73.56,386.5,268.53,7101.39,8235.41,223
"'2014-05-12 00:00:00'",177.98,ND,176.98,ND,ND,ND,ND,11312.97,83.31,407.79,204.06,7163.19,8297.21,224
"'2014-05-13 00:00:00'",181.2,ND,181.23,ND,ND,ND,ND,11230.74,24.52,361.65,199.75,7224.87,8358.89,225
"'2014-05-14 00:00:00'",180.51,ND,182.09,ND,ND,ND,ND,11592.52,32.64,343.49,156.85,7253.37,8387.39,226
"'2014-05-15 00:00:00'",178.65,ND,178.5,ND,ND,ND,ND,11913.32,347.0,274.23,158.34,7291.44,8425.46,227
"'2014-05-16 00:00:00'",179.79,ND,179.33,ND,ND,ND,ND,12034.68,15.67,336.18,143.23,7306.99,8441.01,228
"'2014-05-17 00:00:00'",169.77,ND,169.11,ND,ND,ND,ND,11814.4,ND,269.38,168.0,7359.22,8493.24,229
"'2014-05-18 00:00:00'",152.48,ND,151.1,ND,ND,ND,ND,11332.94,614.5,261.32,175.29,7417.74,8551.76,230
"'2014-05-19 00:00:00'",178.77,ND,176.47,ND,ND,ND,ND,12216.49,9.14,337.88,126.2,7420.25,8554.27,231
"'2014-05-20 00:00:00'",182.61,ND,178.38,ND,ND,ND,ND,12364.51,430.77,339.92,122.31,7416.5,8550.52,232
"'2014-05-21 00:00:00'",182.65,ND,177.71,ND,ND,ND,ND,12587.73,92.49,363.71,128.03,7434.75,8568.77,233
"'2014-05-22 00:00:00'",181.56,ND,179.91,ND,ND,ND,ND,12314.92,147.55,375.51,124.11,7436.82,8570.84,234
"'2014-05-23 00:00:00'",181.84,ND,180.07,ND,ND,ND,ND,12181.32,29.19,378.65,125.71,7440.1,8574.12,235
"'2014-05-24 00:00:00'",170.38,ND,169.34,ND,ND,ND,ND,11891.57,35.66,398.91,132.29,7456.94,8590.96,236
"'2014-05-25 00:00:00'",154.87,ND,151.72,ND,ND,ND,ND,12421.89,1.66,395.35,97.02,7446.18,8580.2,237
"'2014-05-26 00:00:00'",178.23,ND,176.89,ND,ND,ND,ND,12087.02,21.37,391.87,91.3,7420.0,8554.02,238
"'2014-05-27 00:00:00'",181.47,ND,178.94,ND,ND,ND,ND,11903.37,13.19,392.13,107.66,7408.21,8542.23,239
"'2014-05-28 00:00:00'",183.7,ND,179.38,ND,ND,ND,ND,12061.01,49.6,405.52,109.17,7409.34,8543.36,240
"'2014-05-29 00:00:00'",183.75,ND,178.52,ND,ND,ND,ND,11731.81,ND,445.16,140.89,7426.29,8560.31,241
"'2014-05-30 00:00:00'",183.9,ND,178.94,0.0,0.0,0.74,0.75,12029.15,91.57,462.46,132.63,7434.11,8568.13,242
"'2014-05-31 00:00:00'",171.7,ND,170.09,0.0,0.01,0.0,0.0,12132.95,274.61,456.19,170.1,7495.38,8629.4,243
"'2014-06-01 00:00:00'",154.19,ND,150.4,0.0,0.01,0.0,0.0,12005.01,1.39,387.77,131.17,7540.98,8674.99,244
"'2014-06-02 00:00:00'",157.22,ND,153.54,0.0,0.0,0.7,0.74,12096.58,215.56,403.36,152.18,7605.35,8739.37,245
"'2014-06-03 00:00:00'",182.08,ND,178.91,0.0,0.0,0.84,0.82,12287.86,84.76,428.23,142.68,7637.94,8771.97,246
"'2014-06-04 00:00:00'",183.21,ND,182.28,0.0,0.0,0.84,0.86,11945.27,287.38,443.72,145.42,7660.89,8794.93,247
"'2014-06-05 00:00:00'",183.28,ND,183.84,0.0,0.0,0.84,0.9,11975.04,771.28,437.85,122.97,7661.70,8795.73,248
"'2014-06-06 00:00:00'",182.69,ND,184.94,0.0,0.06,0.84,0.89,11993.85,298.22,455.76,167.57,7700.20,8834.23,249
"'2014-06-07 00:00:00'",172.0,ND,172.19,0.0,0.0,0.26,0.32,11879.18,371.21,473.16,369.56,7945.84,9079.87,250
"'2014-06-08 00:00:00'",155.4,ND,152.41,0.0,0.0,0.0,0.1,11460.48,242.87,467.6,267.89,8105.73,9239.75,251
"'2014-06-09 00:00:00'",180.74,ND,180.84,0.0,0.07,0.77,0.87,11912.44,297.12,413.94,164.95,8145.16,9279.18,252
"'2014-06-10 00:00:00'",181.57,ND,181.65,0.0,0.05,0.73,1.04,12223.94,170.9,351.69,224.61,8230.42,9355.30,253
"'2014-06-11 00:00:00'",182.42,ND,181.76,0.0,0.05,1.05,0.93,11636.87,70.2,434.93,169.48,8273.99,9398.86,254
"'2014-06-12 00:00:00'",184.3,ND,185.98,0.0,0.06,1.23,1.34,12142.62,62.09,420.39,120.23,8270.78,9395.65,255
"'2014-06-13 00:00:00'",182.5,ND,185.53,0.0,0.07,1.04,1.11,12112.93,ND,397.61,131.71,8274.84,9399.70,256
"'2014-06-14 00:00:00'",172.49,ND,169.08,0.0,0.12,0.14,0.17,11993.93,41.98,401.98,329.45,8483.91,9608.79,257
"'2014-06-15 00:00:00'",156.03,ND,151.22,0.0,0.11,0.08,0.12,11909.99,3.32,368.14,275.39,8654.30,9779.16,258
"'2014-06-16 00:00:00'",181.95,ND,180.76,0.0,0.0,1.25,1.09,12253.2,138.1,348.61,169.10,8697.93,9822.79,259
"'2014-06-17 00:00:00'",182.73,ND,183.91,0.0,0.0,0.87,0.84,11790.63,3.18,313.76,176.71,8738.77,9863.63,260
"'2014-06-18 00:00:00'",184.37,ND,184.26,0.0,0.0,0.88,0.88,11890.06,146.0,366.22,192.83,8799.43,9924.29,261
"'2014-06-19 00:00:00'",183.38,ND,182.61,0.0,0.0,0.89,0.89,11892.79,ND,384.63,261.60,8927.39,10052.25,262
"'2014-06-20 00:00:00'",182.18,ND,181.2,0.9,0.94,0.99,0.98,12083.66,43.01,404.58,233.83,9024.26,10149.15,263
"'2014-06-21 00:00:00'",172.18,ND,171.49,0.73,0.72,0.15,0.3,11733.98,60.05,322.82,175.89,9080.72,10205.58,264
"'2014-06-22 00:00:00'",153.37,ND,152.31,0.93,0.9,0.12,0.21,11730.18,34.0,198.17,191.60,9159.88,10284.75,265
"'2014-06-23 00:00:00'",155.36,ND,156.91,0.88,0.93,1.06,0.15,12011.8,293.09,ND,251.04,9297.17,10422.04,266
"'2014-06-24 00:00:00'",178.46,ND,177.63,1.0,0.0,1.18,0.17,12119.29,2.1,376.05,321.55,9480.83,10605.69,267
"'2014-06-25 00:00:00'",180.58,ND,175.92,1.02,0.0,1.06,0.14,11944.39,32.79,331.37,385.97,9721.72,10846.61,268
"'2014-06-26 00:00:00'",182.75,ND,177.2,0.75,0.64,1.1,1.21,12098.43,4.14,240.01,303.77,9858.38,10983.24,269
"'2014-06-27 00:00:00'",182.59,ND,177.23,0.55,0.44,1.14,1.22,12076.97,20.0,139.44,208.06,9909.29,11034.15,270
"'2014-06-28 00:00:00'",172.2,ND,164.79,0.54,0.57,0.2,0.29,12300.75,4.61,102.55,172.72,9942.09,11066.97,271
"'2014-06-29 00:00:00'",152.86,ND,148.94,0.54,0.59,0.14,0.23,12211.87,5.26,104.97,153.90,9966.83,11091.69,272
"'2014-06-30 00:00:00'",158.06,ND,153.38,0.67,0.75,1.18,1.37,12066.23,ND,129.09,162.34,10001.34,11126.19,273
"'2014-07-01 00:00:00'",178.7,ND,173.17,0.7,0.74,1.06,1.07,12051.98,1.41,181.43,203.84,10068.13,11192.99,274
"'2014-07-02 00:00:00'",179.12,ND,176.3,0.87,0.92,1.06,1.15,12472.41,45.5,148.17,238.35,10169.99,11294.85,275
"'2014-07-03 00:00:00'",179.91,ND,180.57,0.0,0.93,0.0,1.33,12573.93,59.41,197.8,177.79,10207.60,11332.46,276
"'2014-07-04 00:00:00'",183.11,ND,174.46,0.69,0.7,1.19,1.27,11976.15,ND,207.23,165.13,10239.05,11363.93,277
"'2014-07-05 00:00:00'",170.67,ND,167.93,0.4,0.4,0.0,0.0,12322.04,3.28,176.59,185.92,10288.89,11413.75,278
"'2014-07-06 00:00:00'",152.72,ND,150.93,0.0,0.0,0.39,0.37,12480.93,543.43,170.7,142.01,10311.68,11436.54,279
"'2014-07-07 00:00:00'",177.78,ND,176.96,0.0,0.0,1.28,1.12,11782.09,491.1,280.84,261.17,10430.82,11555.69,280
"'2014-07-08 00:00:00'",179.2,ND,179.53,0.7,0.74,0.72,0.75,11564.42,335.77,282.67,235.78,10514.43,11636.55,281
"'2014-07-09 00:00:00'",180.97,ND,181.24,0.48,0.53,0.72,0.78,11838.8,493.21,156.74,221.47,10554.31,11676.43,282
"'2014-07-10 00:00:00'",180.24,ND,179.48,0.4,0.46,0.72,0.67,11832.61,465.28,134.21,175.76,10555.40,11677.49,283
"'2014-07-11 00:00:00'",180.65,ND,180.24,0.47,0.55,0.54,0.51,12062.65,355.69,141.17,198.23,10560.94,11683.04,284
"'2014-07-12 00:00:00'",169.11,ND,171.98,0.45,0.46,0.0,0.0,11737.05,449.48,131.45,212.37,10604.49,11726.61,285
"'2014-07-13 00:00:00'",150.44,ND,154.62,1.17,0.51,0.0,0.0,11684.68,319.7,137.38,260.11,10699.93,11822.05,286
"'2014-07-14 00:00:00'",177.15,ND,178.88,0.23,0.13,0.54,0.64,11623.79,336.26,143.12,291.19,10763.33,11885.47,287
"'2014-07-15 00:00:00'",179.42,ND,179.69,0.3,0.35,0.64,0.68,11474.16,307.7,195.96,220.24,10783.58,11905.71,288
"'2014-07-16 00:00:00'",180.03,ND,181.81,0.0,0.06,1.08,1.04,11296.33,374.93,120.72,199.60,10829.73,11951.86,289
"'2014-07-17 00:00:00'",183.09,ND,182.76,0.06,0.13,0.64,0.68,11398.35,447.88,112.23,195.07,10858.64,11980.76,290
"'2014-07-18 00:00:00'",183.55,ND,184.44,0.07,0.21,1.08,1.13,11681.68,305.0,163.75,227.03,10907.83,12029.94,291
"'2014-07-19 00:00:00'",171.02,ND,173.46,0.59,0.69,0.18,0.21,11585.64,116.99,152.25,168.08,10928.60,12050.73,292
"'2014-07-20 00:00:00'",151.48,ND,154.79,0.0,0.12,0.0,0.12,11712.04,499.54,79.99,167.29,10978.19,12100.31,293
"'2014-07-21 00:00:00'",180.77,ND,179.53,0.0,0.0,1.11,1.15,11403.24,560.54,131.36,146.05,10979.09,12101.20,294
"'2014-07-22 00:00:00'",182.44,ND,186.38,0.31,0.34,1.1,1.13,11708.51,401.72,180.91,170.13,10984.35,12106.47,295
"'2014-07-23 00:00:00'",183.01,ND,187.03,0.29,0.52,1.08,1.1,11323.25,446.63,197.79,212.32,11002.00,12124.12,296
"'2014-07-24 00:00:00'",184.23,ND,187.18,0.03,0.23,1.07,1.08,11620.06,466.34,154.96,169.16,10991.59,12113.69,297
"'2014-07-25 00:00:00'",183.46,ND,186.73,0.11,0.21,1.0,1.1,11663.23,392.83,161.12,157.50,10998.95,12121.07,298
"'2014-07-26 00:00:00'",171.38,ND,173.16,0.95,1.12,0.14,0.2,11723.06,770.23,162.66,148.15,11017.81,12139.92,299
"'2014-07-27 00:00:00'",154.5,ND,151.64,0.29,0.32,0.0,0.11,11440.86,1138.63,129.68,145.00,11048.54,12170.68,300
"'2014-07-28 00:00:00'",180.76,ND,181.05,0.8,0.64,1.01,1.1,11240.42,216.35,281.55,119.51,11036.18,12158.30,301
"'2014-07-29 00:00:00'",182.03,ND,182.77,1.0,1.01,0.9,1.0,11018.54,1016.3,327.01,108.83,11018.51,12140.62,302
"'2014-07-30 00:00:00'",182.87,ND,180.91,1.0,1.01,1.0,1.02,11316.21,1019.24,353.43,112.17,11008.32,12130.44,303
"'2014-07-31 00:00:00'",184.53,ND,182.74,1.0,1.04,1.0,1.05,11609.49,552.48,370.28,118.49,11002.55,12124.66,304
"'2014-08-01 00:00:00'",185.17,ND,182.41,1.05,1.12,1.0,0.97,11598.52,12.21,341.01,103.97,10980.20,12102.31,305
"'2014-08-02 00:00:00'",175.42,ND,169.41,0.0,0.0,0.1,0.23,11209.94,131.11,ND,196.43,11026.91,12149.01,306
"'2014-08-03 00:00:00'",156.98,ND,149.8,0.0,0.0,0.0,0.11,11079.01,10.8,189.53,139.81,11066.98,12189.11,307
"'2014-08-04 00:00:00'",179.56,ND,177.22,0.0,0.0,0.6,0.63,11122.42,85.74,288.1,111.06,11050.54,12172.67,308
"'2014-08-05 00:00:00'",183.28,ND,181.33,0.0,0.0,0.6,0.58,10972.47,11.08,292.61,99.97,11020.35,12142.45,309
"'2014-08-06 00:00:00'",186.15,ND,180.74,0.0,0.0,0.6,0.67,11389.31,3.46,314.07,151.00,11055.98,12178.08,310
"'2014-08-07 00:00:00'",161.09,ND,159.04,1.04,1.06,0.53,0.75,11587.55,89.83,329.55,203.87,11166.08,12288.21,311
"'2014-08-08 00:00:00'",183.55,ND,177.54,1.01,0.93,0.55,0.57,12356.22,ND,193.9,174.35,11216.12,12338.25,312
"'2014-08-09 00:00:00'",173.52,ND,168.04,0.77,0.81,0.0,0.0,12325.35,129.47,158.49,189.59,11273.99,12396.14,313
"'2014-08-10 00:00:00'",152.91,ND,150.12,1.09,1.17,0.0,0.0,12403.39,179.02,154.07,184.99,11348.58,12470.72,314
"'2014-08-11 00:00:00'",180.19,ND,178.29,1.1,1.12,0.52,0.55,11699.33,4.05,163.11,170.64,11379.93,12502.06,315
"'2014-08-12 00:00:00'",182.6,ND,180.73,1.14,1.19,0.52,0.68,11054.28,52.17,185.96,188.37,11435.38,12557.50,316
"'2014-08-13 00:00:00'",183.88,ND,180.69,0.97,0.83,0.7,0.74,11774.37,5.3,141.55,148.38,11437.53,12566.27,317
"'2014-08-14 00:00:00'",183.02,ND,180.61,1.12,1.13,0.7,0.73,11527.9,21.35,145.79,172.13,11464.02,12592.31,318
"'2014-08-15 00:00:00'",184.34,ND,184.42,1.15,1.18,0.61,0.63,11515.0,27.88,192.65,118.28,11444.88,12573.16,319
"'2014-08-16 00:00:00'",172.36,ND,175.46,1.15,1.22,0.1,0.15,11394.22,192.9,222.91,136.54,11445.18,12573.47,320
"'2014-08-17 00:00:00'",152.87,ND,151.1,1.2,1.28,0.0,0.0,11853.93,538.78,136.15,161.50,11486.32,12614.59,321
"'2014-08-18 00:00:00'",154.57,ND,155.14,0.93,0.97,0.68,0.72,11408.6,12.2,142.93,183.83,11517.42,12645.72,322
"'2014-08-19 00:00:00'",181.52,ND,179.27,0.74,0.78,0.88,0.89,11092.34,2.46,206.85,170.28,11493.88,12622.17,323
"'2014-08-20 00:00:00'",184.75,ND,182.82,0.38,0.4,1.0,1.04,10939.71,65.85,190.63,118.48,11459.59,12587.87,324
"'2014-08-21 00:00:00'",184.77,ND,183.62,0.67,0.63,1.0,1.04,11179.37,57.45,165.63,104.48,11419.38,12547.68,325
"'2014-08-22 00:00:00'",184.1,ND,183.56,1.1,1.1,0.7,0.73,11216.35,109.61,629.27,90.75,11367.09,12495.38,326
"'2014-08-23 00:00:00'",173.05,ND,171.77,0.1,0.2,0.0,0.12,11727.24,200.83,160.61,120.38,11346.01,12474.27,327
"'2014-08-24 00:00:00'",152.85,ND,152.03,2.11,2.17,0.0,0.01,12089.3,228.89,155.01,109.06,11344.41,12472.69,328
"'2014-08-25 00:00:00'",179.42,ND,179.17,1.05,1.05,0.89,0.91,11807.52,5.12,288.69,139.65,11351.63,12479.91,329
"'2014-08-26 00:00:00'",181.83,ND,179.02,0.88,0.92,0.87,0.9,11423.78,73.08,181.02,175.24,11385.39,12513.67,330
"'2014-08-27 00:00:00'",183.3,ND,180.03,0.0,0.0,0.73,0.75,11453.36,24.95,276.71,150.01,11397.33,12525.63,331
"'2014-08-28 00:00:00'",183.39,ND,177.7,0.0,0.0,0.85,0.8,11251.87,5.79,226.26,167.60,11433.72,12562.02,332
"'2014-08-29 00:00:00'",183.98,ND,180.43,0.0,0.0,0.81,0.78,11498.64,142.6,178.59,138.55,11432.91,12561.18,333
"'2014-08-30 00:00:00'",172.99,ND,173.79,0.0,0.0,0.0,0.0,12123.96,16.65,152.66,100.06,11395.15,12523.44,334
"'2014-08-31 00:00:00'",152.73,ND,156.25,0.0,0.02,0.0,0.0,12109.39,542.26,154.74,96.86,11370.80,12499.11,335
"'2014-09-01 00:00:00'",179.32,ND,184.16,0.0,0.08,0.7,0.85,11743.23,4.09,201.82,77.16,11300.52,12428.81,336
"'2014-09-02 00:00:00'",181.31,ND,184.93,0.0,0.06,0.76,0.83,11612.56,81.49,209.71,100.89,11262.67,12390.94,337
"'2014-09-03 00:00:00'",181.41,ND,181.19,0.0,0.1,0.31,0.32,11563.5,20.47,264.4,131.69,11256.08,12384.38,338
"'2014-09-04 00:00:00'",183.39,ND,181.23,0.0,0.08,0.4,0.35,12186.86,138.06,291.2,139.56,11260.66,12388.97,339
"'2014-09-05 00:00:00'",183.34,ND,185.84,0.0,0.07,0.56,0.54,12352.66,3.52,220.81,97.86,11223.85,12352.14,340
"'2014-09-06 00:00:00'",172.65,ND,175.23,0.0,0.04,1.59,1.65,12411.97,46.24,175.14,132.81,11223.36,12351.66,341
"'2014-09-07 00:00:00'",154.17,ND,156.41,0.0,0.03,1.48,1.61,11589.51,341.91,174.79,186.60,11247.19,12375.50,342
"'2014-09-08 00:00:00'",181.87,ND,182.51,0.0,0.0,1.37,1.35,12152.04,183.53,179.08,144.03,11220.95,12349.24,343
"'2014-09-09 00:00:00'",184.42,ND,188.46,0.0,0.0,2.22,1.83,12245.82,11.62,185.54,117.08,11190.94,12319.23,344
"'2014-09-10 00:00:00'",185.73,ND,189.41,0.0,0.0,2.55,2.49,11654.67,177.92,188.39,107.44,11154.53,12282.83,345
"'2014-09-11 00:00:00'",186.0,ND,186.9,0.0,0.0,2.79,2.64,11689.85,44.96,163.7,159.17,11179.55,12307.86,346
"'2014-09-12 00:00:00'",186.72,ND,185.13,0.0,0.0,3.53,3.35,11822.48,46.93,162.62,166.07,11191.58,12319.88,347
"'2014-09-13 00:00:00'",173.92,ND,172.53,0.0,0.0,1.2,1.33,11899.5,252.28,158.3,238.38,11282.78,12411.08,348
"'2014-09-14 00:00:00'",156.58,ND,155.05,0.0,0.0,1.68,1.87,12101.62,373.2,146.61,208.01,11343.86,12472.14,349
"'2014-09-15 00:00:00'",183.12,ND,178.03,0.0,0.0,3.08,3.15,12392.47,40.4,163.85,159.39,11327.46,12455.75,350
"'2014-09-16 00:00:00'",184.48,ND,181.26,0.0,0.0,2.05,1.97,12261.1,83.13,127.77,136.21,11324.97,12453.24,351
"'2014-09-17 00:00:00'",183.1,ND,180.06,0.0,0.0,2.36,2.17,12335.68,126.45,142.39,188.88,11373.22,12501.51,352
"'2014-09-18 00:00:00'",184.14,ND,181.3,0.0,0.0,2.36,2.26,12301.87,129.67,140.85,119.12,11350.36,12478.65,353
"'2014-09-19 00:00:00'",184.46,ND,182.88,0.0,0.0,2.4,2.41,12463.69,40.8,138.02,110.14,11315.79,12444.06,354
"'2014-09-20 00:00:00'",174.69,ND,172.24,0.0,0.0,2.39,2.24,12709.03,44.92,135.81,188.64,11359.45,12487.74,355
"'2014-09-21 00:00:00'",158.54,ND,152.83,0.0,0.0,3.44,3.23,12737.63,70.31,131.23,138.24,11385.45,12513.74,356
"'2014-09-22 00:00:00'",182.95,ND,178.62,0.0,0.0,4.19,4.32,11939.75,213.93,133.23,138.33,11379.54,12507.84,357
"'2014-09-23 00:00:00'",187.38,ND,183.68,0.0,0.0,6.55,6.23,12068.34,325.45,133.72,135.13,11360.96,12489.26,358
"'2014-09-24 00:00:00'",188.0,ND,188.24,0.0,0.0,6.52,6.41,12087.16,95.05,140.59,118.64,11319.23,12447.52,359
"'2014-09-25 00:00:00'",188.23,ND,188.75,0.0,0.0,6.47,6.6,11978.96,72.18,168.51,128.58,11300.08,12428.36,360
"'2014-09-26 00:00:00'",186.46,ND,184.91,0.0,0.0,4.47,4.81,11572.8,8.95,196.43,146.65,11300.87,12429.15,361
"'2014-09-27 00:00:00'",176.98,ND,175.89,0.0,0.0,4.86,4.78,11572.51,1.2,226.96,118.62,11282.24,12410.54,362
"'2014-09-28 00:00:00'",155.96,ND,156.24,0.0,0.0,3.24,3.34,11406.38,688.41,211.1,96.27,11279.21,12407.50,363
"'2014-09-29 00:00:00'",182.82,ND,185.71,0.0,0.0,4.89,5.19,11834.04,22.33,475.17,97.37,11240.62,12368.92,364
"'2014-09-30 00:00:00'",184.16,ND,190.44,0.0,0.0,4.04,4.32,12250.31,ND,214.04,78.79,11173.39,12301.66,365
"'2014-10-01 00:00:00'",184.4,ND,187.03,0.0,0.0,4.1,4.15,12088.97,13.79,275.68,79.28,11122.26,12250.57,366
"'2014-10-02 00:00:00'",184.01,ND,186.94,0.0,0.0,2.4,2.42,11773.09,56.75,294.79,75.16,11063.13,12191.43,367
"'2014-10-03 00:00:00'",183.92,ND,187.41,0.0,0.0,1.52,1.53,11833.26,17.1,276.37,88.11,11020.30,12148.59,368
"'2014-10-04 00:00:00'",174.58,ND,177.64,0.0,0.0,2.4,2.39,11778.76,4.85,333.81,89.12,10985.14,12113.45,369
"'2014-10-05 00:00:00'",156.67,ND,156.66,0.0,0.0,2.4,2.34,11631.52,276.43,283.63,89.25,10969.14,12097.43,370
"'2014-10-06 00:00:00'",183.59,ND,181.99,0.0,0.0,3.17,3.12,12170.87,38.28,341.73,109.07,10943.89,12072.19,371
"'2014-10-07 00:00:00'",188.02,ND,186.28,0.0,0.0,4.94,5.02,12022.52,293.16,326.25,202.00,10987.89,12116.19,372
"'2014-10-08 00:00:00'",188.91,ND,183.66,0.0,0.03,4.38,4.56,12096.58,33.46,334.67,192.26,11034.47,12162.77,373
"'2014-10-09 00:00:00'",188.04,ND,180.25,0.0,0.0,4.84,5.16,12428.29,18.01,273.49,279.46,11171.91,12300.21,374
"'2014-10-10 00:00:00'",188.1,ND,182.18,0.0,0.0,5.06,5.25,12543.25,29.03,260.08,199.53,11222.38,12350.67,375
"'2014-10-11 00:00:00'",173.72,ND,169.85,0.0,0.02,3.14,2.4,12118.82,16.31,220.64,183.71,11266.73,12395.01,376
"'2014-10-12 00:00:00'",150.52,ND,145.41,0.0,0.07,0.16,0.24,12173.42,426.19,142.4,186.33,11339.87,12468.16,377
"'2014-10-13 00:00:00'",155.24,ND,151.33,0.84,0.87,1.27,1.37,12166.88,504.81,222.37,227.79,11452.45,12580.76,378
"'2014-10-14 00:00:00'",179.33,ND,177.54,0.6,0.61,1.41,1.46,12035.87,128.47,236.03,176.63,11474.82,12603.11,379
"'2014-10-15 00:00:00'",180.39,ND,180.01,0.81,0.82,1.2,1.25,12062.21,57.12,181.05,167.08,11489.06,12617.34,380
"'2014-10-16 00:00:00'",182.14,ND,183.0,0.57,0.7,1.3,1.31,11750.95,44.11,221.43,160.90,11502.35,12630.63,381
"'2014-10-17 00:00:00'",182.82,ND,184.51,0.0,0.06,1.3,1.37,11524.62,154.11,228.91,146.82,11500.55,12628.86,382
"'2014-10-18 00:00:00'",172.45,ND,169.96,0.0,0.0,0.15,0.16,11925.55,66.83,247.23,184.35,11547.70,12676.00,383
"'2014-10-19 00:00:00'",154.42,ND,151.4,0.0,0.0,0.18,0.3,12245.15,334.34,195.43,164.68,11609.53,12737.83,384
"'2014-10-20 00:00:00'",179.15,ND,175.43,0.0,0.0,1.11,1.22,12008.13,98.41,206.93,139.07,11615.71,12744.01,385
"'2014-10-21 00:00:00'",182.16,ND,181.2,0.0,0.0,1.16,1.32,11858.23,62.97,197.7,118.29,11590.54,12718.83,386
"'2014-10-22 00:00:00'",181.42,ND,182.33,0.7,0.73,1.33,1.37,11648.64,16.17,182.87,157.28,11602.61,12730.90,387
"'2014-10-23 00:00:00'",182.88,ND,182.23,0.0,0.05,1.24,1.31,11855.28,479.45,177.54,143.11,11592.93,12721.20,388
"'2014-10-24 00:00:00'",183.04,ND,182.62,0.0,0.0,0.9,1.02,11709.99,10.56,182.69,160.62,11597.99,12726.28,389
"'2014-10-25 00:00:00'",172.06,ND,171.26,0.0,0.0,0.0,0.0,11679.81,280.05,179.26,132.39,11594.92,12723.22,390
"'2014-10-26 00:00:00'",154.13,ND,149.72,0.0,0.0,0.0,0.0,11677.45,367.58,180.9,192.04,11674.94,12803.23,391
"'2014-10-27 00:00:00'",179.38,ND,175.45,0.0,0.0,1.56,1.57,12071.79,72.91,184.91,135.39,11677.59,12805.87,392
"'2014-10-28 00:00:00'",181.75,ND,181.64,0.0,0.0,1.44,1.48,11632.34,6.15,183.12,128.30,11667.29,12795.59,393
"'2014-10-29 00:00:00'",182.39,ND,184.45,0.0,0.0,2.31,2.35,11186.54,7.29,194.3,147.07,11678.06,12806.35,394
"'2014-10-30 00:00:00'",184.98,ND,183.84,0.0,0.0,3.24,3.32,11575.18,79.05,209.67,173.09,11710.44,12838.74,395
"'2014-10-31 00:00:00'",184.93,ND,177.55,0.0,0.0,2.85,2.98,12252.26,ND,195.72,189.42,11776.82,12905.12,396
"'2014-11-01 00:00:00'",173.1,ND,169.62,0.0,0.0,2.86,2.9,11853.23,8.6,198.98,153.95,11803.48,12931.75,397
"'2014-11-02 00:00:00'",153.73,ND,152.32,0.0,0.0,1.88,1.82,12061.67,6.38,172.59,125.72,11816.87,12945.16,398
